btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
0,2766050,0,0,0,0.000312313868613,0,1,0,8.75068811554E-05,12.8491831478,0,0,115.105931064,0,154,161,60283,161,161,12842.67,5951,0
0,2771800,0,0,0,0.000325852173913,0,1,0,7.34546812619E-05,12.8491831478,0,0,118.555234368,0,134,138,60421,138,138,10621.26,4850,0
0,2777850,0,0,0,0.000295099173554,0,1,0,7.72870994147E-05,12.8491831478,0,0,64.0211640212,0,133,147,60568,147,147,15700,9450,0
0,2790350,0,0,0,0.000348691666667,0,1,0,7.66483630559E-05,12.8491831478,0,0,49.862462707,0,146,148,60880,148,148,23275.33,12033,0
0,2795650,0,0,0,0.00337532075472,0,1,0,6.77060540327E-05,12.8491831478,0,9.35,141.268945845,0,131,138,61018,138,138,9270.03,3758,0
0,2800450,0,0,0,0.0002910625,0,1,0,6.13186904447E-05,12.8491831478,0,0,178.528921685,0,110,118,61136,118,118,7488.64,2689,0
0,2807650,0,0,0,0.000324597222222,0,1,0,9.1978035667E-05,12.8491831478,0,0,74.8372290269,0,158,173,61309,173,173,16847.48,9621,0
0,2816050,0,0,0,0.000320791666667,0,1,0,0.000107307708278,12.8491831478,0,0,105.316079885,0,204,217,61526,217,217,16526,7976,0
0,2833300,0,0,0,0.000286890710383,0,1,0,0.000107764892761,11.8462281497,0,0,235.335874446,0,213,221,61959,221,221,13394.97,3888,0
0,2842550,0,0,0,0.000314686486486,0,1,0,0.000108942651152,11.8462281497,0,0,150.0405515,0,217,230,62189,230,230,15512.96,6165,0
0,2872400,0,0,0,0.000332426315789,0,1,0,0.000111887047129,11.8462281497,0,0,121.467842987,0,250,262,62978,262,262,17456,7821,0
0,2893750,0,0,0,0.000316462264151,0,1,0,0.000124842389428,11.8462281497,0,0,80.58691603,0,255,259,63504,259,259,24062,13154,0
0,2903500,0,0,0,0.000377820512821,0,1,0,0.000114831443106,11.8462281497,0,0,86.7664673856,0,253,278,63782,278,278,21040.48,11237,0
0,2914450,0,0,0,0.000280803652968,0,1,0,0.000128964543796,11.8462281497,0,0,83.6297926745,0,258,265,64047,265,265,42555.58,13093,0
0,2924300,0,0,0,0.00033876142132,0,1,0,0.000162749360493,16.6190787519,0,0,66.2100748207,0,258,262,64309,262,262,40875.12,14877,0
0,2931850,0,0,0,0.000343125827815,0,1,0,0.000124746971748,16.6190787519,0,0,59.9563232083,0,197,200,64509,200,200,30539.71,12593,0
0,2939450,0,0,0,0.000287460526316,0,1,0,0.000125573110634,16.6190787519,0,0,225.075148446,0,205,207,64716,207,207,12111,3377,0
0,2946100,0,0,0,0.000362263157895,0,1,0,0.000109876471805,16.6190787519,0,0,88.7612269605,0,165,178,64894,178,178,14142.01,7492,0
0,2967250,0,0,0,0.000352917293233,0,1,0,0.000109876471805,16.6190787519,0,0,29.8739454273,0,190,200,65495,200,200,39744.49,22260,0
0,2974200,0,0,0,0.000304489208633,0,1,0,0.000114833305119,16.6190787519,0,0,156.179775281,0,177,188,65683,188,188,11400,4450,0
0,2981750,0,0,0,0.000330430463576,0,1,0,0.000124746971748,16.6190787519,0,0,132.456140351,0,192,201,65884,201,201,14650,5700,0
0,2989550,0,0,0,0.000471544871795,0,1,0,0.000128877666177,16.6190787519,0,0,37.857994662,0,201,211,66095,211,211,28453.31,20603,0
0,2997450,0,0,0,0.000365335443038,0,1,0,0.000130529943949,16.6190787519,0,0,39.5954249742,0,219,222,66317,222,222,27900.8,19952,0
0,3005550,0,0,0,0.000298320987654,0,1,0,0.000133834499492,16.6190787519,0,0,46.9382362349,0,205,199,66516,199,199,54760.96,17257,0
0,3013900,0,0,0,0.000342736526946,0,1,0,0.00013796519392,16.6190787519,0,0,26.769512891,0,218,224,66740,224,224,53895.02,31192,0
0,3022300,0,0,0,0.000355458333333,0,1,0,0.000138791332806,16.6190787519,0,0,112.177389846,0,252,248,66988,248,248,28105,7488,0
0,3029150,0,0,0,0.000416627737226,0,1,0,0.000118373269418,17.3814881581,0,0,87.8428113803,0,218,226,67214,226,226,21898.01,7798,0
0,3037200,0,0,0,0.000326639751553,0,1,0,0.000139110192528,17.3814881581,0,0,124.964489904,0,216,221,67435,221,221,15143.46,6442,0
0,3044800,0,0,0,0.000463611842105,0,1,0,0.000131333846362,17.3814881581,0,0,55.2484581318,0,244,246,67681,246,246,49237.65,13756,0
0,3054600,0,0,0,0.000383658163265,0,1,0,0.000169351538729,17.3814881581,0,0,52.4260698797,0,298,288,67969,288,288,55578,18693,0
0,3061950,0,0,0,0.000332795918367,0,1,0,0.000127013654047,17.3814881581,0,0,135.214936559,0,196,196,68165,196,196,17190.08,5436,0
0,3069100,0,0,0,0.000398741258741,0,1,0,0.000123557500195,17.3814881581,0,0,26.2745161447,0,210,208,68373,208,208,43867.51,27213,0
0,3076500,0,0,0,0.000287412162162,0,1,0,0.00012787769251,17.3814881581,0,0,281.724458251,0,187,184,68557,184,184,14211.62,2627,0
0,3084400,0,0,0,0.000468702531646,0,1,0,0.000136518077139,17.3814881581,0,0,17.2230436476,0,214,218,68775,218,218,63472.79,45869,0
0,3101150,0,0,0,0.000372203703704,0,1,0,0.000139974230991,17.3814881581,0,0,134.261561412,0,254,242,69233,242,242,45623.09,6033,0
0,3134300,0,0,0,0.000347513157895,0,1,0,0.000146621883954,19.4047963284,0,0,88.2899628253,0,227,227,70184,227,227,40130,8608,0
0,3142450,0,0,0,0.000282509202454,0,1,0,0.000157232678187,19.4047963284,0,0,34.9620350907,0,198,205,70389,205,205,52315,23311,0
0,3166600,0,0,0,0.000446801242236,0,1,0,0.000155303442872,19.4047963284,0,0,27.1079093471,0,235,253,71093,253,253,59574.05,29696,0
0,3175800,0,0,0,0.00064835326087,0,1,0,0.000177489648997,19.4047963284,0,0,32.9500620321,0,274,283,71376,283,283,42443.12,27921,0
0,3186200,0,0,0,0.000830182692308,0,1,0,0.000200640472779,19.4047963284,0,1.37,31.5703877594,0,257,273,71649,273,273,47384.78,32945,0
0,3194950,0,0,0,0.000344245714286,0,1,0,0.000168808090079,19.4047963284,0,0,43.5926523214,0,223,239,71888,239,239,39069.81,20072,0
0,3204950,0,0,0,0.000621565,0,1,0,0.000192923531518,19.4047963284,0,0,10.1464086178,0,256,283,72171,283,283,129295.4,98557,0
0,3214250,0,0,0,0.000341537634409,0,1,0,0.000179418884312,19.4047963284,0,0,76.442544797,0,223,245,72416,245,245,21766.5,12166,0
0,3223050,0,0,0,0.00046575,0,1,0,0.000169772707736,19.4047963284,0,0,17.3412682773,0,215,243,72659,243,243,59620,50746,0
0,3231450,0,0,0,0.00033469047619,0,1,0,0.000196266643975,23.5012572229,0,0,29.3505560533,0,209,224,72883,224,224,37157.51,28620,0
0,3247050,0,0,0,0.000341012658228,0,2,0,0.000184584105643,23.5012572229,0,0,178.048230787,0,236,240,73332,240,240,21542.94,4437,0
0,3256500,0,0,0,0.000318920634921,0,9,0,0.000220799974472,23.5012572229,0,0,153.384190878,0,262,258,73590,258,258,25316,6161,0
0,3266250,0,0,0,0.000350866666667,0,2,0,0.000227809497471,23.5012572229,0,0,68.3245831149,0,237,238,73828,238,238,30853.74,14270,0
0,3300750,0,0,0,0.000900081871345,0,2,0,0.000599314216424,23.5012572229,0,0,34.6558117188,0,2822,1830,75900,1830,648,2490710.99,74014,0
0,3366650,0,0,1,0.00265340766551,0,2,0,0.00129502520145,45.385822341,0,0.01,67.5582154085,0,6109,5659,83298,5659,951,457056.19,42482,0
0,3397850,0,0,1,0.00101535576923,0,3,0,0.00140783227474,45.385822341,0,0.61,56.3591959421,0,2015,1793,85091,1793,1057,108133.06,55359,0
0,3436900,0,1,1,0.000788092896175,0,2,0,0.00165149555306,181.543289364,0,0.09,31.2434696027,0,548,462,86946,462,462,44761.64,29286,0
0,3445850,0,5.2507,1,0.000713720670391,0,2,0,0.00161539728961,181.543289364,0,0.66,36.2287601304,0,549,427,87373,427,427,42807.91,24704,0
0,3462950,0,20.96,1,0.00111605617978,0,10,0,0.00160637272375,181.543289364,0,0,64.070814808,0,757,627,88487,627,436,38158.85,13891,0
0,3482400,0,129.6,1,0.000577754010695,0,2,0,0.00168759381652,181.543289364,0,0,39.8586743559,0,498,428,89380,428,428,43947.49,23458,0
0,3492100,0,144.15,1,0.000511175257732,0,2,0,0.00175076577756,181.543289364,0,0.01,61.9579873746,0,464,392,89772,392,392,40387.12,15656,0
0,3501350,0,24.816,1,0.000559156756757,0,19,0,0.00166954468479,181.543289364,0,0,32.3441388399,0,450,374,90146,374,374,41380.86,28599,0
0,3512050,0,77.574,1,0.00426296728972,0,1,0,0.00193125709484,181.543289364,0,2.87,53.2884532556,0,2173,2337,92483,2337,377,61276.82,20083,0
0,3525050,0,43.85,1,0.000535184615385,0,1,0,0.00234638712457,181.543289364,0,0.24,47.8702348403,0,522,468,92951,468,468,54379.25,27157,0
0,3533800,0,202.4214,1,0.00136654285714,0,1,0,0.00212448340423,244.213223092,0,1.9,13.7818533104,0,551,445,93396,445,445,83431.72,63497,0
0,3541900,0,263.4174,1,0.000923722222222,0,1,0,0.00196666463706,244.213223092,0,0.17,33.6277351596,0,413,342,93738,342,342,34422.77,24087,0
0,3550650,0,564.0943,1,0.00470955428571,0,2,0,0.00212448340423,244.213223092,0,0.95,15.4596698733,0,393,3455,97193,3455,328,67470.65,56599,0
0,3559750,0,211.4595,1,0.000736846153846,0,1,0,0.0022094627404,244.213223092,0,1.04,38.2181065051,0,420,362,97555,362,362,38727.83,23813,0
0,3569200,0,241.335,1,0.000527296296296,0,2,0,0.00229444207657,244.213223092,0,0.41,62.6694395959,0,348,295,97850,295,295,26849.89,15079,0
0,3580250,0,156.06,1,0.000403316742081,0,2,0,0.00268291904192,244.213223092,0,0.19,98.8592271445,0,373,324,98174,324,324,275826.17,11178,0
0,3592950,0,215.94,1,0.000431838582677,0,2,0,0.00308353591243,244.213223092,0,0.36,90.5859771481,0,456,413,98587,413,413,80756.88,14020,0
0,3604350,0,589.2876,1,0.000736513157895,0,1,0,0.00276789837809,244.213223092,0,0,68.8943306009,0,668,623,99210,623,395,35410.38,16547,0
0,3636000,0,83.7,1,0.00073198136646,0,1,0,0.00281847061359,352.161209068,0,0,49.1312916281,0,418,368,100557,368,368,27828.86,16385,0
0,3662150,0,954.1763,1,0.00061219047619,0,1,0,0.00330863941596,352.161209068,0,0,37.6284893456,0,461,423,101590,423,423,42164.61,25114,0
0,3672500,0,91.7273,1,0.0013738115942,0,1,0,0.00362374793176,352.161209068,0,4.32,18.9394493694,0,467,402,101992,402,402,79568.17,54669,0
0,3705100,0,251.4239,1,0.000794525345622,0,2,0,0.00379880821832,352.161209068,0,0,49.4472165774,0,600,508,103291,508,317,45207.98,21943,0
0,3718150,0,308.294,1,0.00043622605364,0,2,0,0.00456907347918,352.161209068,0,0,112.630496023,0,450,424,103715,424,424,32041.73,11587,0
0,3731900,0,312.4009,1,0.000512396363636,0,2,0,0.00699611010373,511.773534257,0,0,102.848799549,0,402,423,104138,423,423,32624.12,13369,0
0.0769,3744250,287932.825,923.0018,1,0.000958648854962,0,1,0,0.00333269244941,511.773534257,503.695,0.67,13.5678886397,1.43095170455,393,352,104808,352,352,72855.15,48276,3712
0.0688,3757900,258543.52,51.8784,1,0.000714942857143,0,1,0,0.00356165605281,511.773534257,481.6,0,50.8862198663,1.30869565217,395,368,105553,368,368,32027.42,13756,946
0.0667,3766250,251208.875,293.9825,1,0.000648694610778,0,1,0,0.00424854686299,511.773534257,556.945,0,39.4933686614,1.39935929648,433,398,105951,398,398,36647.52,21143,1410
0.0664,3785400,251350.56,1118.9382,1,0.000490673366834,0,1,0,0.00506263967506,511.773534257,660.68,0,33.1982824977,1.88765714286,358,350,106649,350,350,45810.46,29971,1990
0.066,3796250,250552.5,300.8243,1,0.000494843317972,0,1,0,0.00552056688185,511.773534257,716.1,0,95.8021019952,1.84087403599,431,389,107038,389,389,29274.46,11325,747
0.0665,3817850,253887.025,296.0216,1,0.000772365638767,0,1,0,0.00577497088563,511.773534257,754.775,0.8,143.179364006,1.90599747475,414,396,107771,396,396,24234.76,7927,527
0.066499,3828250,254574.79675,270.9007,1,0.000499177884615,0,2,0,0.00529160327846,511.773534257,691.5896,0,56.5023011105,1.84917005348,391,374,108145,374,374,30534.45,18406,1224
0.065,3846100,249996.5,370.4406,1,0.000545592178771,0,2,0,0.0055469833607,623.386959869,581.75,5E-07,36.8358688347,1.6716954023,393,348,108784,348,348,39471.259999,24297,1579
0.069,3861450,266440.05,2051.5884,1,0.000600879194631,0,1,0,0.00461732134494,623.386959869,514.05,0.4,60.8552241944,1.78489583333,335,288,109340,288,288,20544.6000008,12242,845
0.06497,3870200,251446.894,893.2146,1,0.00106710285714,0,1,0,0.00542302842527,623.386959869,568.4875,0.2000003,24.2057672799,1.22255376344,462,465,109805,465,465,50604.2499966,36148,2349
0.0634,3894550,246914.47,53.52,1,0.0005302625,0,1,0,0.00495819741739,623.386959869,507.2,0,28.9617397317,1.6152866242,363,314,110835,314,314,45194.3100001,27623,1751
0.0613,3903500,239284.55,198.06,1,0.000443659217877,0,2,0,0.0055469833607,623.386959869,548.635,0,28.7894379112,1.9183041958,313,286,111121,286,286,45032.56,31088,1906
0.0629,3911600,246039.64,507.5544,1,0.000532586419753,0,2,0,0.00502017488511,623.386959869,509.49,0.01,59.1060969034,1.68148514851,351,303,111424,303,303,128716.02,13704,862
0.06201,3951300,245020.113,296.3874,1,0.00062549122807,0,2,0,0.00605984650023,712.884864552,530.1855,2E-07,81.656587728,1.40260714286,410,378,113006,378,378,25097.6199962,10471,649
0.064999,3968550,257951.78145,47.6328,1,0.000573863387978,0,1,0,0.00648509888621,712.884864552,594.74085,0.15,63.4967339084,1.69925957143,392,350,113652,350,350,26765.4800003,14410,937
0.06201,3976750,246598.2675,604.5804,1,0.000844920731707,0,1,0,0.00581178260841,712.884864552,508.482,0,36.0201431669,1.16624311927,489,436,114088,436,436,114883.92,22765,1412
0.0641,3986500,255534.65,840.8886,1,0.000665548717949,0,1,0,0.00691035127219,712.884864552,624.975,0.00960362,44.8221449088,1.43014874142,492,437,114525,437,437,46151.3544054,21753,1394
0.175,3995900,699282.5,219.111,1,0.000732111702128,0,2,0,0.00666228738037,712.884864552,1645,0,34.417358065,3.65555555556,491,450,114975,450,450,46988.2303965,27312,4780
0.0619,4005400,247934.26,43.8,1,0.000549052631579,0,3,0,0.00673316277804,712.884864552,588.05,0,46.2461287122,1.5475,385,380,115355,380,380,39173.55,20542,1272
0.0609,4016200,244586.58,435.72,1,0.00043887962963,0,4,0,0.00765454294766,712.884864552,657.72,0,36.7106820947,1.73540897098,382,379,115734,379,379,44589.06,29419,1792
0.0609,4028050,245308.245,425.5566,1,0.000740025316456,0,3,0,0.00839873462313,712.884864552,721.665,0.18,18.368923316,1.67439675174,445,431,116165,431,431,81783,64511,3929
0.0634,4049100,256712.94,858.4764,1,0.000582796208531,0,2,0,0.00962700447476,917.830741302,668.87,0,28.4524637541,1.585,469,422,116926,422,422,71345.62,37079,2351
0.0633,4057950,256868.235,344.157,1,0.0011303220339,0,2,0,0.00807573361153,917.830741302,560.205,1E-07,45.3106080581,0.880825471698,743,636,117562,636,480,39944.0800001,19532,1236
0.063,4077200,256863.6,930.3198,1,0.00100934433962,0,2,0,0.00967263008839,917.830741302,667.8,0,20.2026709074,0.956733524355,801,698,119059,698,586,123082.78,52468,3306
0.0624,4099600,255815.04,129.15,1,0.000634816831683,0,2,0,0.00921637395214,917.830741302,630.24,0,59.1316891992,1.39742793792,499,451,120068,451,451,32462.93,17081,1066
0.062279,4109450,255932.43655,723.4878,1,0.000697710659898,0,3,0,0.00898824588402,917.830741302,613.44815,0,54.9137185619,1.35120737885,493,454,120522,454,454,30732.86,17937,1117
0.062206,4121350,256372.6981,645.135,1,0.00083606302521,0,4,0,0.0108588960426,917.830741302,740.2514,0.02,51.2408466194,1.15845289515,753,639,121161,639,500,39222.8,23224,1445
0.06192,4148050,256847.256,475.0218,1,0.00098270212766,0,2,0,0.00924275356814,1318.67005015,436.536,0,30.502710631,1.21937430168,427,358,122984,358,358,36006.74,23113,1431
0.061999,4161300,257996.4387,783.5844,1,0.00141085321101,0,2,0,0.00714510736828,1318.67005015,337.89455,0.00776615,20.4867809516,0.674440219561,609,501,124048,501,353,46316.1477662,26603,1649
0.0614,4167350,255875.29,430.3578,1,0.00119123966942,0,2,0,0.00793172469322,1318.67005015,371.47,0.00776813,1.9591541933,0.926359102244,501,401,124449,401,279,403512.377768,308807,18961
0.062,4175050,258853.1,2039.7222,1,0.000898461038961,0,2,0,0.0100949223368,1318.67005015,477.4,1.09E-06,14.5956069119,1.15314009662,525,414,124863,414,306,539563.530001,52756,3271
0.0633,4188800,265151.04,2005.998,1,0.000829907894737,0,2,0,0.00996381944934,1318.67005015,481.08,1.09E-06,15.9002036271,1.17911764706,493,408,125624,408,408,99404.9500013,47798,3026
0.0638,4197450,267797.31,2621.5788,1,0.000686947976879,0,2,0,0.011340399768,1318.67005015,551.87,0,7.63047808783,1.49154054054,443,370,125994,370,370,175824,113361,7232
0.088,4205200,370057.6,11142.9832,1,0.000786322580645,0,2,0,0.0101604737806,1318.67005015,682,0,5.48879994436,1.98833819242,421,343,126337,343,343,181045.43,141197,12425
0.12001,4212850,505584.1285,16906.2255,1,0.000908490196078,0,1,0,0.0100293708931,1318.67005015,918.0765,0,6.39538368666,2.40334162304,468,382,126719,382,382,164092.5,119618,14355
0.12,4221450,506574,5068.419,1,0.00070376744186,0,1,0,0.0112748483243,1318.67005015,1032,0,8.53205751956,2.76675603217,460,373,127092,373,373,135145.64,100796,12096
